VDDH [V],L_n [um],gm_id_n [1/V],Wn [um],L_p [um],gm_id_p [1/V],Wp [um],A2 [V/V],Iq_total [A],Iq_scale,Power [mW],gm_n [S],gm_p [S],gm_total [S],rout [ohm],p2 [Hz],I_pk_available [A],Vout_CM [V],V_low_sat [V],V_high_sat [V],swing_actual [V],VGS_n [V],VGS_p [V],Vgate_n [V],Vgate_p [V],Vbias_pg_minus_ng [V],C_out_parasitic [pF]
1.55,0.15,16.363636363636363,73.57401302222956,0.15,20.909090909090907,127.07357776843435,35.2308933934232,0.00027299999999999997,1.625,0.42314999999999997,0.004467272727272727,0.005708181818181817,0.010175454545454543,3462.3409928317283,203132952.03135586,0.00273,0.775,0.06111111111111111,1.5021739130434784,1.4410628019323672,0.5364129034602922,0.505540207269683,0.5364129034602922,1.0444597927303172,0.508046889270025,0.10172741154521049
1.55,0.15,16.363636363636363,73.57401302222956,0.15,22.727272727272727,209.40600510605418,35.55096283175644,0.00027299999999999997,1.625,0.42314999999999997,0.004467272727272727,0.006204545454545454,0.010671818181818182,3331.2939019449773,168738414.4797755,0.00273,0.775,0.06111111111111111,1.506,1.444888888888889,0.5364129034602922,0.4826515514294423,0.5364129034602922,1.0673484485705578,0.5309355451102655,0.14758190044912786
1.55,0.15,16.363636363636363,73.57401302222956,0.15,24.545454545454547,374.831927837381,35.97025983560565,0.00027299999999999997,1.625,0.42314999999999997,0.004467272727272727,0.006700909090909091,0.011168181818181817,3220.780286460417,120888597.361777,0.00273,0.775,0.06111111111111111,1.5092592592592593,1.4481481481481482,0.5364129034602922,0.45803057946200726,0.5364129034602922,1.0919694205379928,0.5555565170777006,0.23950238311032884
1.55,0.15,16.363636363636363,73.57401302222956,0.15,26.363636363636363,739.2477174498597,36.59329509907813,0.00027299999999999997,1.625,0.42314999999999997,0.004467272727272727,0.007197272727272727,0.011664545454545453,3137.1385401750404,64896696.09751903,0.00273,0.775,0.06111111111111111,1.5120689655172415,1.4509578544061303,0.5364129034602922,0.4313678371111183,0.5364129034602922,1.1186321628888818,0.5822192594285895,0.44149612128040766
1.6,0.15,11.181818181818182,16.432744098553975,0.15,10.0,15.376016241177178,30.829340838919112,0.00027299999999999997,1.625,0.43679999999999997,0.0030526363636363633,0.00273,0.005782636363636363,5331.364260216483,216710894.23831958,0.00273,0.8,0.08943089430894309,1.5,1.410569105691057,0.6446778972990911,0.6445217838836491,0.6446778972990911,0.955478216116351,0.3108003188172599,0.015543092678919294
1.6,0.15,11.181818181818182,16.432744098553975,0.15,11.818181818181818,21.047325742554474,32.012062468394454,0.00027299999999999997,1.625,0.43679999999999997,0.0030526363636363633,0.003226363636363636,0.006279,5098.274003566564,224715887.00332746,0.00273,0.8,0.08943089430894309,1.5153846153846156,1.4259537210756725,0.6446778972990911,0.6156594999126472,0.6446778972990911,0.9843405000873529,0.33966260278826177,0.018710397617502237
1.6,0.15,11.181818181818182,16.432744098553975,0.15,13.636363636363637,28.79631215455744,33.01985420075309,0.00027299999999999997,1.625,0.43679999999999997,0.0030526363636363633,0.0037227272727272725,0.006775363636363636,4873.517640224396,229471656.5569066,0.00273,0.8,0.08943089430894309,1.5266666666666668,1.4372357723577238,0.6446778972990911,0.5909869016630518,0.6446778972990911,1.0090130983369483,0.3643352010378572,0.02303097401271348
1.6,0.15,11.181818181818182,16.432744098553975,0.15,15.454545454545453,39.82107923595831,33.85233926037303,0.00027299999999999997,1.625,0.43679999999999997,0.0030526363636363633,0.0042190909090909084,0.007271727272727272,4655.336757105394,230647024.311578,0.00273,0.8,0.08943089430894309,1.535294117647059,1.445863223338116,0.6446778972990911,0.5686792359292226,0.6446778972990911,1.0313207640707773,0.38664286677168624,0.029168031771955052
1.6,0.15,11.181818181818182,16.432744098553975,0.15,17.272727272727273,56.291402250563486,34.514737571148146,0.00027299999999999997,1.625,0.43679999999999997,0.0030526363636363633,0.004715454545454545,0.0077680909090909085,4443.142848747552,226647727.16194358,0.00273,0.8,0.08943089430894309,1.5421052631578949,1.4526743688489518,0.6446778972990911,0.5475154617169418,0.6446778972990911,1.0524845382830583,0.40780664098396724,0.038321114235769727
1.6,0.15,11.181818181818182,16.432744098553975,0.15,19.09090909090909,82.41527040403585,35.02523775828119,0.00027299999999999997,1.625,0.43679999999999997,0.0030526363636363633,0.005211818181818181,0.008264454545454544,4238.058006810033,214907460.92903888,0.00273,0.8,0.08943089430894309,1.5476190476190477,1.4581881533101047,0.6446778972990911,0.5265474534837198,0.6446778972990911,1.0734525465162803,0.4287746492171892,0.052813545604273725
1.6,0.15,11.181818181818182,16.432744098553975,0.15,20.909090909090907,126.92388584775858,35.42865190998087,0.00027299999999999997,1.625,0.43679999999999997,0.0030526363636363633,0.005708181818181817,0.00876081818181818,4043.988948829911,192063902.8465249,0.00273,0.8,0.08943089430894309,1.5521739130434784,1.4627430187345354,0.6446778972990911,0.5049629081998241,0.6446778972990911,1.095037091800176,0.45035919450108486,0.07745886162388858
1.6,0.15,11.181818181818182,16.432744098553975,0.15,22.727272727272727,209.0351698559438,35.814933123181554,0.00027299999999999997,1.625,0.43679999999999997,0.0030526363636363633,0.006204545454545454,0.009257181818181817,3868.8808134715764,155359713.2449527,0.00273,0.8,0.08943089430894309,1.556,1.466569105691057,0.6446778972990911,0.48210152514385446,0.6446778972990911,1.1178984748561456,0.4732205775570545,0.12283373246825056
1.6,0.15,11.181818181818182,16.432744098553975,0.15,24.545454545454547,373.4522043725344,36.31528580300158,0.00027299999999999997,1.625,0.43679999999999997,0.0030526363636363633,0.006700909090909091,0.009753545454545454,3723.2907738259973,105717394.02168177,0.00273,0.8,0.08943089430894309,1.5592592592592593,1.4698283649503163,0.6446778972990911,0.45756131020998114,0.6446778972990911,1.142438689790019,0.49776079249092786,0.21349383744712974
1.6,0.15,12.90909090909091,25.689523159844473,0.15,10.0,15.376016241177178,31.57108177355191,0.00027299999999999997,1.625,0.43679999999999997,0.0035241818181818182,0.00273,0.0062541818181818185,5047.995515859512,226481362.74287063,0.00273,0.8,0.07746478873239436,1.5,1.4225352112676057,0.6075396108522759,0.6445217838836491,0.6075396108522759,0.955478216116351,0.34793860526407505,0.019349546155958245
1.6,0.15,12.90909090909091,25.689523159844473,0.15,11.818181818181818,21.047325742554474,32.66277145395585,0.00027299999999999997,1.625,0.43679999999999997,0.0035241818181818182,0.003226363636363636,0.006750545454545454,4838.538111311063,232914798.9534158,0.00273,0.8,0.07746478873239436,1.5153846153846156,1.4379198266522213,0.6075396108522759,0.6156594999126472,0.6075396108522759,0.9843405000873529,0.37680088923507693,0.02251685109454119
1.6,0.15,12.90909090909091,25.689523159844473,0.15,13.636363636363637,28.79631215455744,33.59408713797144,0.00027299999999999997,1.625,0.43679999999999997,0.0035241818181818182,0.0037227272727272725,0.00724690909090909,4635.6435159527055,236961139.5996947,0.00273,0.8,0.07746478873239436,1.5266666666666668,1.4492018779342726,0.6075396108522759,0.5909869016630518,0.6075396108522759,1.0090130983369483,0.4014734874846724,0.026837427489752434
1.6,0.15,12.90909090909091,25.689523159844473,0.15,15.454545454545453,39.82107923595831,34.36316667009724,0.00027299999999999997,1.625,0.43679999999999997,0.0035241818181818182,0.0042190909090909084,0.007743272727272727,4437.8091642137415,237643630.81559005,0.00273,0.8,0.07746478873239436,1.535294117647059,1.4578293289146647,0.6075396108522759,0.5686792359292226,0.6075396108522759,1.0313207640707773,0.4237811532185014,0.032974485248994004
1.6,0.15,12.90909090909091,25.689523159844473,0.15,17.272727272727273,56.291402250563486,34.97371785783016,0.00027299999999999997,1.625,0.43679999999999997,0.0035241818181818182,0.004715454545454545,0.008239636363636364,4244.570550731848,233233557.49626204,0.00273,0.8,0.07746478873239436,1.5421052631578949,1.4646404744255006,0.6075396108522759,0.5475154617169418,0.6075396108522759,1.0524845382830583,0.4449449274307824,0.04212756771280868
1.6,0.15,12.90909090909091,25.689523159844473,0.15,19.09090909090909,82.41527040403585,35.44213050286852,0.00027299999999999997,1.625,0.43679999999999997,0.0035241818181818182,0.005211818181818181,0.008735999999999999,4057.0204330206648,221225624.8142377,0.00273,0.8,0.07746478873239436,1.5476190476190477,1.4701542588866534,0.6075396108522759,0.5265474534837198,0.6075396108522759,1.0734525465162803,0.4659129356640044,0.056619999081312676
1.6,0.15,12.90909090909091,25.689523159844473,0.15,20.909090909090907,126.92388584775858,35.81075818324858,0.00027299999999999997,1.625,0.43679999999999997,0.0035241818181818182,0.005708181818181817,0.009232363636363636,3878.828823661176,198151520.10998723,0.00273,0.8,0.07746478873239436,1.5521739130434784,1.4747091243110841,0.6075396108522759,0.5049629081998241,0.6075396108522759,1.095037091800176,0.4874974809479,0.08126531510092753
1.6,0.15,12.90909090909091,25.689523159844473,0.15,22.727272727272727,209.0351698559438,36.16602180029712,0.00027299999999999997,1.625,0.43679999999999997,0.0035241818181818182,0.006204545454545454,0.009728727272727273,3717.44636132231,161152656.22681782,0.00273,0.8,0.07746478873239436,1.556,1.4785352112676058,0.6075396108522759,0.48210152514385446,0.6075396108522759,1.1178984748561456,0.5103588640038697,0.12664018594528953
1.6,0.15,12.90909090909091,25.689523159844473,0.15,24.545454545454547,373.4522043725344,36.634785601451476,0.00027299999999999997,1.625,0.43679999999999997,0.0035241818181818182,0.006700909090909091,0.01022509090909091,3582.8322630247008,111326593.9080482,0.00273,0.8,0.07746478873239436,1.5592592592592593,1.481794470526865,0.6075396108522759,0.45756131020998114,0.6075396108522759,1.142438689790019,0.534899078937743,0.2173002909241687
1.6,0.15,12.90909090909091,25.689523159844473,0.15,26.363636363636363,734.352615199964,37.32845242666427,0.00027299999999999997,1.625,0.43679999999999997,0.0035241818181818182,0.007197272727272727,0.010721454545454544,3481.659346538012,47283050.86165903,0.00273,0.8,0.07746478873239436,1.5620689655172415,1.4846041767848472,0.6075396108522759,0.4310141344677988,0.6075396108522759,1.1689858655322012,0.5614462546799253,0.415842180357099
1.6,0.15,14.636363636363637,42.14454106356937,0.15,10.0,15.376016241177178,32.0328373754751,0.00027299999999999997,1.625,0.43679999999999997,0.003995727272727272,0.00273,0.006725727272727272,4762.732129411163,230014884.75281492,0.00273,0.8,0.06832298136645963,1.5,1.4316770186335404,0.5715794365047406,0.6445217838836491,0.5715794365047406,0.955478216116351,0.38389877961161034,0.02610716819502793
1.6,0.15,14.636363636363637,42.14454106356937,0.15,11.818181818181818,21.047325742554474,33.04713674922537,0.00027299999999999997,1.625,0.43679999999999997,0.003995727272727272,0.003226363636363636,0.007222090909090909,4575.840593148284,235809082.0963641,0.00273,0.8,0.06832298136645963,1.5153846153846156,1.447061634018156,0.5715794365047406,0.6156594999126472,0.5715794365047406,0.9843405000873529,0.4127610635826122,0.029274473133610868
1.6,0.15,14.636363636363637,42.14454106356937,0.15,13.636363636363637,28.79631215455744,33.91462117967794,0.00027299999999999997,1.625,0.43679999999999997,0.003995727272727272,0.0037227272727272725,0.007718454545454545,4393.96526596772,239408567.0508402,0.00273,0.8,0.06832298136645963,1.5266666666666668,1.4583436853002072,0.5715794365047406,0.5909869016630518,0.5715794365047406,1.0090130983369483,0.43743366183220767,0.03359504952882211
1.6,0.15,14.636363636363637,42.14454106356937,0.15,15.454545454545453,39.82107923595831,34.63223538107603,0.00027299999999999997,1.625,0.43679999999999997,0.003995727272727272,0.0042190909090909084,0.00821481818181818,4215.824941533995,239938218.89864126,0.00273,0.8,0.06832298136645963,1.535294117647059,1.4669711362805993,0.5715794365047406,0.5686792359292226,0.5715794365047406,1.0313207640707773,0.4597413275660367,0.03973210728806369
1.6,0.15,14.636363636363637,42.14454106356937,0.15,17.272727272727273,56.291402250563486,35.202357709233844,0.00027299999999999997,1.625,0.43679999999999997,0.003995727272727272,0.004715454545454545,0.008711181818181818,4041.0541811628977,235649351.2902454,0.00273,0.8,0.06832298136645963,1.5421052631578949,1.4737822817914352,0.5715794365047406,0.5475154617169418,0.5715794365047406,1.0524845382830583,0.4809051017783177,0.048885189751878354
1.6,0.15,14.636363636363637,42.14454106356937,0.15,19.09090909090909,82.41527040403585,35.63961928313007,0.00027299999999999997,1.625,0.43679999999999997,0.003995727272727272,0.005211818181818181,0.009207545454545454,3870.6970776382095,223992864.32615647,0.00273,0.8,0.06832298136645963,1.5476190476190477,1.479296066252588,0.5715794365047406,0.5265474534837198,0.5715794365047406,1.0734525465162803,0.5018731100115397,0.06337762112038235
1.6,0.15,14.636363636363637,42.14454106356937,0.15,20.909090909090907,126.92388584775858,35.98373575371912,0.00027299999999999997,1.625,0.43679999999999997,0.003995727272727272,0.005708181818181817,0.00970390909090909,3708.1690910964685,201542682.9857717,0.00273,0.8,0.06832298136645963,1.5521739130434784,1.4838509316770188,0.5715794365047406,0.5049629081998241,0.5715794365047406,1.095037091800176,0.5234576552954353,0.0880229371399972
1.6,0.15,14.636363636363637,42.14454106356937,0.15,22.727272727272727,209.0351698559438,36.317098562067684,0.00027299999999999997,1.625,0.43679999999999997,0.003995727272727272,0.006204545454545454,0.010200272727272726,3560.4046610406544,165267723.9173259,0.00273,0.8,0.06832298136645963,1.556,1.4876770186335404,0.5715794365047406,0.48210152514385446,0.5715794365047406,1.1178984748561456,0.5463190383514049,0.1333978079843592
1.6,0.15,14.636363636363637,42.14454106356937,0.15,24.545454545454547,373.4522043725344,36.761499881974416,0.00027299999999999997,1.625,0.43679999999999997,0.003995727272727272,0.006700909090909091,0.010696636363636363,3436.734561431534,115991970.01635571,0.00273,0.8,0.06832298136645963,1.5592592592592593,1.4909362778927997,0.5715794365047406,0.45756131020998114,0.5715794365047406,1.142438689790019,0.5708592532852783,0.22405791296323838
1.6,0.15,14.636363636363637,42.14454106356937,0.15,26.363636363636363,734.352615199964,37.42421176372466,0.00027299999999999997,1.625,0.43679999999999997,0.003995727272727272,0.007197272727272727,0.011192999999999998,3343.537189647517,56783354.289995864,0.00273,0.8,0.06832298136645963,1.5620689655172415,1.4937459841507819,0.5715794365047406,0.4310141344677988,0.5715794365047406,1.1689858655322012,0.5974064290274606,0.42259980239616873
1.6,0.15,16.363636363636363,73.46492139116634,0.15,10.0,15.376016241177178,32.296540562687724,0.00027299999999999997,1.625,0.43679999999999997,0.004467272727272727,0.00273,0.007197272727272727,4487.330380062713,222468313.20244646,0.00273,0.8,0.06111111111111111,1.5,1.4388888888888889,0.5357145622515623,0.6445217838836491,0.5357145622515623,0.955478216116351,0.41976365386478864,0.03895302940178251
1.6,0.15,16.363636363636363,73.46492139116634,0.15,11.818181818181818,21.047325742554474,33.24459047257765,0.00027299999999999997,1.625,0.43679999999999997,0.004467272727272727,0.003226363636363636,0.0076936363636363626,4321.0503981844995,227889380.1756379,0.00273,0.8,0.06111111111111111,1.5153846153846156,1.4542735042735044,0.5357145622515623,0.6156594999126472,0.5357145622515623,0.9843405000873529,0.4486259378357905,0.04212033434036545
1.6,0.15,16.363636363636363,73.46492139116634,0.15,13.636363636363637,28.79631215455744,34.05816137105221,0.00027299999999999997,1.625,0.43679999999999997,0.004467272727272727,0.0037227272727272725,0.00819,4158.5056619111365,231441674.34268552,0.00273,0.8,0.06111111111111111,1.5266666666666668,1.4655555555555557,0.5357145622515623,0.5909869016630518,0.5357145622515623,1.0090130983369483,0.47329853608538597,0.0464409107355767
1.6,0.15,16.363636363636363,73.46492139116634,0.15,15.454545454545453,39.82107923595831,34.73327989626674,0.00027299999999999997,1.625,0.43679999999999997,0.004467272727272727,0.0042190909090909084,0.008686363636363634,3998.598418199206,232279625.12509868,0.00273,0.8,0.06111111111111111,1.535294117647059,1.4741830065359478,0.5357145622515623,0.5686792359292226,0.5357145622515623,1.0313207640707773,0.495606201819215,0.052577968494818265
1.6,0.15,16.363636363636363,73.46492139116634,0.15,17.272727272727273,56.291402250563486,35.27120183097417,0.00027299999999999997,1.625,0.43679999999999997,0.004467272727272727,0.004715454545454545,0.009182727272727273,3841.0377204308074,228829351.3891507,0.00273,0.8,0.06111111111111111,1.5421052631578949,1.4809941520467838,0.5357145622515623,0.5475154617169418,0.5357145622515623,1.0524845382830583,0.516769976031496,0.06173105095863294
1.6,0.15,16.363636363636363,73.46492139116634,0.15,19.09090909090909,82.41527040403585,35.68492534367449,0.00027299999999999997,1.625,0.43679999999999997,0.004467272727272727,0.005211818181818181,0.009679090909090908,3686.8054736584904,218642606.1267029,0.00273,0.8,0.06111111111111111,1.5476190476190477,1.4865079365079366,0.5357145622515623,0.5265474534837198,0.5357145622515623,1.0734525465162803,0.537737984264718,0.07622348232713694
1.6,0.15,16.363636363636363,73.46492139116634,0.15,20.909090909090907,126.92388584775858,36.0115328472987,0.00027299999999999997,1.625,0.43679999999999997,0.004467272727272727,0.005708181818181817,0.010175454545454543,3539.058887878905,198442769.07316053,0.00273,0.8,0.06111111111111111,1.5521739130434784,1.4910628019323673,0.5357145622515623,0.5049629081998241,0.5357145622515623,1.095037091800176,0.5593225295486136,0.10086879834675179
1.6,0.15,16.363636363636363,73.46492139116634,0.15,22.727272727272727,209.0351698559438,36.329212879581384,0.00027299999999999997,1.625,0.43679999999999997,0.004467272727272727,0.006204545454545454,0.010671818181818182,3404.2196241195606,164934110.2300821,0.00273,0.8,0.06111111111111111,1.556,1.494888888888889,0.5357145622515623,0.48210152514385446,0.5357145622515623,1.1178984748561456,0.5821839126045832,0.14624366919111378
1.6,0.15,16.363636363636363,73.46492139116634,0.15,24.545454545454547,373.4522043725344,36.754365034339905,0.00027299999999999997,1.625,0.43679999999999997,0.004467272727272727,0.006700909090909091,0.011168181818181817,3290.989136163932,118140734.43606263,0.00273,0.8,0.06111111111111111,1.5592592592592593,1.4981481481481482,0.5357145622515623,0.45756131020998114,0.5357145622515623,1.142438689790019,0.6067241275384566,0.23690377416999295
1.6,0.15,16.363636363636363,73.46492139116634,0.15,26.363636363636363,734.352615199964,37.38988870072907,0.00027299999999999997,1.625,0.43679999999999997,0.004467272727272727,0.007197272727272727,0.011664545454545453,3205.4304084484434,62380101.297196046,0.00273,0.8,0.06111111111111111,1.5620689655172415,1.5009578544061304,0.5357145622515623,0.4310141344677988,0.5357145622515623,1.1689858655322012,0.6332713032806389,0.4354456636029233
1.55,0.15,14.636363636363637,45.47371959637854,0.15,13.636363636363637,31.103359570136778,33.090937115819344,0.000294,1.75,0.4557,0.004303090909090909,0.004009090909090909,0.00831218181818182,3981.016998862707,264784420.9432602,0.00294,0.775,0.06832298136645963,1.4766666666666668,1.4083436853002071,0.5722490093001235,0.5914572817329042,0.5722490093001235,0.9585427182670958,0.38629370896697235,0.03651379913303071
1.55,0.15,14.636363636363637,45.47371959637854,0.15,15.454545454545453,42.991785058193265,33.81752660312103,0.000294,1.75,0.4557,0.004303090909090909,0.004543636363636363,0.008846727272727273,3822.603044108055,263947553.6097979,0.00294,0.775,0.06832298136645963,1.4852941176470589,1.4169711362805992,0.5722490093001235,0.5691808620633072,0.5722490093001235,0.9808191379366928,0.4085701286365694,0.043186787091461815
1.55,0.15,14.636363636363637,45.47371959637854,0.15,17.272727272727273,60.740249470384384,34.39895199883279,0.000294,1.75,0.4557,0.004303090909090909,0.0050781818181818185,0.009381272727272728,3666.768145310393,257770512.98157212,0.00294,0.775,0.06832298136645963,1.4921052631578948,1.4237822817914352,0.5722490093001235,0.5480506354239059,0.5722490093001235,1.0019493645760942,0.4297003552759707,0.053131183728014064
1.55,0.15,14.636363636363637,45.47371959637854,0.15,19.09090909090909,88.88111796706956,34.84801553088156,0.000294,1.75,0.4557,0.004303090909090909,0.005612727272727272,0.009915818181818182,3514.386295906423,243537056.4523079,0.00294,0.775,0.06832298136645963,1.4976190476190476,1.429296066252588,0.5722490093001235,0.5271124569813079,0.5722490093001235,1.0228875430186921,0.45063853371856866,0.06886898820657085
1.55,0.15,14.636363636363637,45.47371959637854,0.15,20.909090909090907,136.84846836600624,35.20126339816729,0.000294,1.75,0.4557,0.004303090909090909,0.006147272727272726,0.010450363636363636,3368.424738415716,217722243.80162495,0.00294,0.775,0.06832298136645963,1.5021739130434784,1.4338509316770187,0.5722490093001235,0.505540207269683,0.5722490093001235,1.0444597927303172,0.47221078343019374,0.09564146289588855
1.55,0.15,14.636363636363637,45.47371959637854,0.15,22.727272727272727,225.51415934498146,35.53717219846325,0.000294,1.75,0.4557,0.004303090909090909,0.006681818181818181,0.01098490909090909,3235.090241017394,177483802.99142474,0.00294,0.775,0.06832298136645963,1.506,1.4376770186335404,0.5722490093001235,0.4826515514294423,0.5722490093001235,1.0673484485705578,0.4950994392704343,0.14502322017703034
1.55,0.15,14.636363636363637,45.47371959637854,0.15,24.545454545454547,403.6651530556411,35.97549473836255,0.000294,1.75,0.4557,0.004303090909090909,0.007216363636363636,0.011519454545454545,3123.0206774467547,124519756.0423618,0.00294,0.775,0.06832298136645963,1.5092592592592593,1.4409362778927997,0.5722490093001235,0.45803057946200726,0.5722490093001235,1.0919694205379928,0.5197204112378694,0.2440145091967853
1.55,0.15,14.636363636363637,45.47371959637854,0.15,26.363636363636363,796.1129264844643,36.62520193912955,0.000294,1.75,0.4557,0.004303090909090909,0.00775090909090909,0.012053999999999999,3038.427239018546,66054894.15382652,0.00294,0.775,0.06832298136645963,1.5120689655172415,1.4437459841507818,0.5722490093001235,0.4313678371111183,0.5722490093001235,1.1186321628888818,0.5463831535887583,0.4615462272261009
1.55,0.15,16.363636363636363,79.233552485478,0.15,13.636363636363637,31.103359570136778,33.23831410148208,0.000294,1.75,0.4557,0.0048109090909090905,0.004009090909090909,0.00882,3768.516338036517,254246097.80166507,0.00294,0.775,0.06111111111111111,1.4766666666666668,1.4155555555555557,0.5364129034602922,0.5914572817329042,0.5364129034602922,0.9585427182670958,0.42212981480680356,0.050424933285830385
1.55,0.15,16.363636363636363,79.233552485478,0.15,15.454545454545453,42.991785058193265,33.92202013339643,0.000294,1.75,0.4557,0.0048109090909090905,0.004543636363636363,0.009354545454545454,3626.2606556594824,253975758.55267707,0.00294,0.775,0.06111111111111111,1.4852941176470589,1.4241830065359478,0.5364129034602922,0.5691808620633072,0.5364129034602922,0.9808191379366928,0.4444062344764006,0.057097921244261496
1.55,0.15,16.363636363636363,79.233552485478,0.15,17.272727272727273,60.740249470384384,34.47068928330871,0.000294,1.75,0.4557,0.0048109090909090905,0.0050781818181818185,0.00988909090909091,3485.7288298988396,248975326.7642417,0.00294,0.775,0.06111111111111111,1.4921052631578948,1.4309941520467837,0.5364129034602922,0.5480506354239059,0.5364129034602922,1.0019493645760942,0.46553646111580194,0.06704231788081373
1.55,0.15,16.363636363636363,79.233552485478,0.15,19.09090909090909,88.88111796706956,34.89561905160683,0.000294,1.75,0.4557,0.0048109090909090905,0.005612727272727272,0.010423636363636362,3347.739486897568,236682138.87682027,0.00294,0.775,0.06111111111111111,1.4976190476190476,1.4365079365079365,0.5364129034602922,0.5271124569813079,0.5364129034602922,1.0228875430186921,0.48647463955839987,0.08278012235937053
1.55,0.15,16.363636363636363,79.233552485478,0.15,20.909090909090907,136.84846836600624,35.2308933934232,0.000294,1.75,0.4557,0.0048109090909090905,0.006147272727272726,0.010958181818181817,3215.030921915176,213604547.99263802,0.00294,0.775,0.06111111111111111,1.5021739130434784,1.4410628019323672,0.5364129034602922,0.505540207269683,0.5364129034602922,1.0444597927303172,0.508046889270025,0.10955259704868824
1.55,0.15,16.363636363636363,79.233552485478,0.15,22.727272727272727,225.51415934498146,35.55096283175645,0.000294,1.75,0.4557,0.0048109090909090905,0.006681818181818181,0.011492727272727273,3093.3443375203365,176546580.40340945,0.00294,0.775,0.06111111111111111,1.506,1.444888888888889,0.5364129034602922,0.4826515514294423,0.5364129034602922,1.0673484485705578,0.5309355451102655,0.15893435432983002
1.55,0.15,16.363636363636363,79.233552485478,0.15,24.545454545454547,403.6651530556411,35.97025983560566,0.000294,1.75,0.4557,0.0048109090909090905,0.007216363636363636,0.012027272727272727,2990.7245517132446,126307794.0426638,0.00294,0.775,0.06111111111111111,1.5092592592592593,1.4481481481481482,0.5364129034602922,0.45803057946200726,0.5364129034602922,1.0919694205379928,0.5555565170777006,0.25792564334958495
1.55,0.15,16.363636363636363,79.233552485478,0.15,26.363636363636363,796.1129264844643,36.59329509907813,0.000294,1.75,0.4557,0.0048109090909090905,0.00775090909090909,0.012561818181818181,2913.057215876823,69863092.03690244,0.00294,0.775,0.06111111111111111,1.5120689655172415,1.4509578544061303,0.5364129034602922,0.4313678371111183,0.5364129034602922,1.1186321628888818,0.5822192594285895,0.47545736137890054
1.6,0.15,11.181818181818182,17.69680133690428,0.15,10.0,16.558786721267733,30.829340838919112,0.000294,1.75,0.4704,0.0032874545454545452,0.00294,0.006227454545454545,4950.552527343877,238989705.36040917,0.00294,0.8,0.08943089430894309,1.5,1.410569105691057,0.6446778972990911,0.6445217838836491,0.6446778972990911,0.955478216116351,0.3108003188172599,0.01673871519268232
1.6,0.15,11.181818181818182,17.69680133690428,0.15,11.818181818181818,22.66635079967405,32.012062468394454,0.000294,1.75,0.4704,0.0032874545454545452,0.0034745454545454546,0.006762,4734.111574740381,245428856.9544922,0.00294,0.8,0.08943089430894309,1.5153846153846156,1.4259537210756725,0.6446778972990911,0.6156594999126472,0.6446778972990911,0.9843405000873529,0.33966260278826177,0.020149658972694714
1.6,0.15,11.181818181818182,17.69680133690428,0.15,13.636363636363637,31.0114130895234,33.019854200753095,0.000294,1.75,0.4704,0.0032874545454545452,0.004009090909090909,0.007296545454545455,4525.409237351225,249226865.90597436,0.00294,0.8,0.08943089430894309,1.5266666666666668,1.4372357723577238,0.6446778972990911,0.5909869016630518,0.6446778972990911,1.0090130983369483,0.3643352010378572,0.024802587398306826
1.6,0.15,11.181818181818182,17.69680133690428,0.15,15.454545454545453,42.88423917718587,33.85233926037303,0.000294,1.75,0.4704,0.0032874545454545452,0.004543636363636363,0.007831090909090909,4322.812703026437,249209424.20205498,0.00294,0.8,0.08943089430894309,1.535294117647059,1.445863223338116,0.6446778972990911,0.5686792359292226,0.6446778972990911,1.0313207640707773,0.38664286677168624,0.0314117265236439
1.6,0.15,11.181818181818182,17.69680133690428,0.15,17.272727272727273,60.621510115991455,34.51473757114814,0.000294,1.75,0.4704,0.0032874545454545452,0.0050781818181818185,0.008365636363636363,4125.775502408441,243621869.7584976,0.00294,0.8,0.08943089430894309,1.5421052631578949,1.4526743688489518,0.6446778972990911,0.5475154617169418,0.6446778972990911,1.0524845382830583,0.40780664098396724,0.041268892253905856
1.6,0.15,11.181818181818182,17.69680133690428,0.15,19.09090909090909,88.7549065889617,35.0252377582812,0.000294,1.75,0.4704,0.0032874545454545452,0.005612727272727272,0.008900181818181818,3935.339577752173,229682459.50800273,0.00294,0.8,0.08943089430894309,1.5476190476190477,1.4581881533101047,0.6446778972990911,0.5265474534837198,0.6446778972990911,1.0734525465162803,0.4287746492171892,0.05687612603537171
1.6,0.15,11.181818181818182,17.69680133690428,0.15,20.909090909090907,136.68726168220158,35.42865190998087,0.000294,1.75,0.4704,0.0032874545454545452,0.006147272727272726,0.009434727272727272,3755.1325953420596,204005821.7840506,0.00294,0.8,0.08943089430894309,1.5521739130434784,1.4627430187345354,0.6446778972990911,0.5049629081998241,0.6446778972990911,1.095037091800176,0.45035919450108486,0.08341723559495695
1.6,0.15,11.181818181818182,17.69680133690428,0.15,22.727272727272727,225.114798306401,35.814933123181554,0.000294,1.75,0.4704,0.0032874545454545452,0.006681818181818181,0.009969272727272726,3592.5321839378926,164158878.68698695,0.00294,0.8,0.08943089430894309,1.556,1.466569105691057,0.6446778972990911,0.48210152514385446,0.6446778972990911,1.1178984748561456,0.4732205775570545,0.1322824811196545
